ReporterISO3,PartnerISO3,Year,120810 in 1000 USD 
ITA,FRA,2018,29.566
IND,SEN,2018,29.57
IND,MYS,2010,29.574
IND,OMN,2017,29.594
USA,DNK,2008,29.6
USA,EGY,2003,29.6
POL,DEU,2006,29.635
IND,BEL,2015,29.675
IND,GRC,2016,29.693
MYS,SGP,2019,29.702
DNK,ISL,2020,29.703
OAS,SGP,2016,29.706
SER,IRL,2016,29.717
CAN,NPL,2018,29.738
EUN,ISL,2020,29.749
BEL,CMR,2001,29.757
GBR,HKG,2002,29.765
BEL,ROM,2012,29.785
CHN,RUS,2001,29.81
OAS,MMR,2004,29.813
USA,BGR,2011,29.82
BEL,IRN,2004,29.838
GBR,AUT,2003,29.847
NLD,FRA,2005,29.848
GHA,NGA,2009,29.852
EUN,CRI,2010,29.865
EUN,SAU,2004,29.873
DEU,RUS,2014,29.884
EUN,NOR,2002,29.918
BOL,CAN,2004,29.92
EUN,CHE,2005,29.966
GBR,NLD,2019,29.999
DEU,AUT,2006,30
ISR,NLD,2005,30
RUS,KOR,2013,30
USA,CHL,2009,30
ESP,DZA,2012,30.013
CZE,RUS,2003,30.021
IND,CHN,2002,30.033
USA,BEL,2005,30.053
AUT,SWE,2012,30.07
ROM,GRC,2007,30.086
BEL,UKR,2019,30.104
FRA,ESP,2014,30.135
EUN,OAS,2005,30.152
USA,PAN,2009,30.154
USA,ECU,1998,30.162
DNK,LTU,2005,30.167
BEL,TUR,1999,30.199
FRA,AUT,2002,30.211
GHA,NGA,2010,30.211
BEL,OAS,2002,30.214
DEU,MMR,2021,30.251
EUN,MMR,2021,30.281
NLD,FIN,2017,30.302
EUN,ISR,2007,30.321
SER,ALB,2015,30.35
SER,EGY,2021,30.374
EUN,ARG,2001,30.375
NLD,NOR,2000,30.377
NLD,RUS,2000,30.377
NLD,SWE,2000,30.377
BRA,CHL,2014,30.4
GBR,NLD,2003,30.409
USA,CHN,2003,30.42
BOL,CHL,1999,30.445
GBR,RUS,2003,30.452
IND,THA,2003,30.47
USA,BFA,2011,30.49
NLD,CRI,2010,30.505
AUT,THA,2012,30.524
ZAF,LSO,2010,30.529
MYS,HKG,2019,30.545
SGP,ESP,2010,30.579
THA,KHM,2017,30.6
BEL,GRC,1999,30.645
IDN,AUS,2018,30.653
HKG,MAC,2020,30.695
EUN,ALB,2002,30.712
AUT,MLT,2009,30.722
THA,HKG,2009,30.723
CAN,KOR,2014,30.727
EUN,IND,2006,30.745
IND,ROM,2015,30.767
TUR,DZA,2015,30.778
TTO,SUR,2018,30.785
TZA,ZAR,2002,30.876
IND,BWA,2011,30.883
IND,IDN,2018,30.913
USA,BRB,2020,30.913
IND,SAU,2008,30.914
GBR,ZAF,1998,30.919
OAS,SGP,2017,30.949
ZMB,TZA,2021,30.971
FRA,ITA,2008,30.977
CHE,DEU,1996,30.982
DEU,NLD,2007,31
DEU,ROM,1998,31
DEU,BGR,1999,31.022
PRT,CPV,1997,31.029
USA,UGA,2012,31.081
EUN,ALB,2011,31.09
GRC,ALB,2011,31.101
EUN,ALB,2004,31.117
MYS,OAS,2011,31.133
GRC,ALB,2004,31.155
AUT,SWE,2007,31.157
DNK,LTU,2004,31.16
EUN,IRN,2004,31.191
ARE,OMN,2013,31.201
ITA,SVK,2006,31.22
AUT,ZAF,2011,31.304
USA,VEN,1998,31.309
ESP,ITA,2003,31.321
NZL,MYS,2022,31.325
CHN,HKG,2012,31.328
DNK,NLD,1998,31.345
ZAF,MOZ,2013,31.348
NLD,FIN,2016,31.398
NLD,MLT,1999,31.416
ITA,ESP,2020,31.425
GBR,USA,1999,31.448
USA,PAK,2012,31.451
IND,MYS,2012,31.504
AUT,CHE,2018,31.51
IND,DJI,2005,31.52
AUS,THA,2007,31.558
BEL,SAU,2012,31.56
EUN,BIH,2001,31.565
GTM,HND,2022,31.592
SER,BLR,2020,31.604
EUN,LBN,2020,31.618
EUN,OAS,2002,31.639
AUT,LBN,2020,31.65
SVK,CZE,2022,31.659
IND,PRK,2016,31.66
USA,DEU,2000,31.66
USA,FIN,2002,31.68
USA,IND,2003,31.69
OAS,JPN,2015,31.706
DEU,FRA,2018,31.749
SVK,CZE,2020,31.756
DNK,LVA,2012,31.787
DEU,FRA,2019,31.845
EUN,CMR,2022,31.849
THA,VNM,2021,31.881
NLD,ARE,1999,31.899
ROM,HUN,2019,31.924
SER,JOR,2015,31.935
GBR,KWT,2001,31.944
JPN,USA,2017,31.952
FRA,SEN,2021,31.968
GBR,SWE,2013,31.972
DEU,THA,2000,32
BEL,LUX,2006,32.001
IND,BGD,2018,32.006
AUS,IDN,2001,32.04
NLD,GRC,2015,32.043
NLD,CZE,2022,32.046
SGP,VNM,2012,32.049
AUT,HUN,1997,32.053
EUN,CHN,2022,32.066
IND,KEN,2020,32.084
GBR,ZAF,2011,32.1
EUN,KWT,2001,32.102
USA,ITA,2003,32.126
LVA,LTU,2019,32.156
USA,ITA,2001,32.156
TGO,KEN,2017,32.161
AUT,POL,2002,32.175
EUN,THA,2000,32.189
EUN,SPE,2021,32.19
EUN,HKG,2001,32.218
CHN,MYS,1996,32.229
BRA,ESP,2011,32.24
IND,THA,2010,32.258
FRA,ITA,1998,32.271
USA,BOL,2005,32.294
USA,VEN,2012,32.302
EUN,SYR,2002,32.31
IDN,SAU,2016,32.375
ITA,GRC,2010,32.376
ZAF,MOZ,2008,32.383
GRC,CYP,2014,32.396
USA,VEN,1997,32.412
PER,IRN,2010,32.445
GHA,TGO,2010,32.45
NLD,NOR,2017,32.468
RUS,KAZ,2004,32.583
FRA,NLD,2000,32.586
DEU,NOR,2010,32.601
ITA,FRA,2004,32.661
NLD,HRV,2006,32.665
NLD,NOR,2006,32.665
IDN,AUS,2017,32.679
ITA,GBR,2019,32.708
USA,KEN,2014,32.71
IND,QAT,2009,32.72
GBR,AUT,2004,32.741
CAN,HKG,1997,32.753
USA,AUS,2014,32.812
SER,NER,2016,32.819
CAN,BEL,2011,32.821
NZL,FJI,2017,32.878
CAN,NZL,2008,32.911
SER,BLR,2021,32.926
OAS,BRN,2019,32.971
BRA,URY,2014,33
GBR,NOR,2021,33.045
IND,CAN,2017,33.103
IND,MYS,2001,33.141
NLD,SWE,2001,33.143
AUT,MLT,2006,33.166
IND,ITA,2001,33.192
ITA,HUN,2005,33.2
SER,MNT,2010,33.22
DEU,FIN,1996,33.223
BEL,CMR,2000,33.245
HUN,ROM,2012,33.26
OAS,JPN,2014,33.273
IND,OMN,2018,33.302
BEL,LUX,2001,33.361
USA,BRA,2013,33.37
AUT,IRL,2012,33.379
TUR,DZA,2017,33.39
MYS,NZL,2000,33.391
NLD,DNK,2017,33.391
AUT,DNK,2020,33.398
HND,USA,2019,33.418
IND,PHL,2002,33.439
OAS,MYS,2000,33.493
EUN,TUR,2022,33.497
DEU,LBN,2012,33.534
MYS,AUS,2012,33.548
EST,CHN,2022,33.554
IDN,MYS,2000,33.575
BOL,BEN,2010,33.6
SVK,POL,2018,33.635
ZAF,ZMB,2014,33.636
BEL,CHE,2007,33.657
GBR,NOR,1998,33.671
RUS,UKR,2011,33.696
USA,BOL,2002,33.709
USA,SGP,2004,33.745
GBR,ZAF,2012,33.782
USA,ARE,2005,33.791
HRV,AUT,2008,33.805
THA,VNM,2014,33.806
AUT,MAR,2016,33.834
CZE,ROM,2013,33.847
ESP,GNQ,2022,33.849
EUN,GNQ,2022,33.849
JPN,OAS,2016,33.886
DEU,GRC,1996,33.888
EUN,MNT,2017,33.896
MYS,CHN,2015,33.902
NLD,BGR,2006,33.921
NLD,ITA,2006,33.921
BEL,MAR,2010,33.931
GBR,CYP,2013,33.962
ALB,DEU,2004,33.971
EUN,ZAF,2012,33.992
DEU,SAU,1998,34
DEU,SYR,2002,34
SER,LTU,2000,34
SYR,LBN,2010,34.031
FRA,BEL,2014,34.038
NLD,ARE,2001,34.039
CAN,ISR,2018,34.053
EUN,THA,2017,34.076
ROM,DEU,2021,34.089
DNK,AUT,2012,34.111
UGA,SSD,2012,34.121
USA,HTI,2000,34.2
IND,OAS,2021,34.224
BEL,HRV,1999,34.226
EUN,MKD,2017,34.232
GRC,MKD,2017,34.252
BDI,TZA,2021,34.253
EUN,QAT,2022,34.287
AUS,KOR,2001,34.303
AUT,MLT,2005,34.304
SYR,TUR,2005,34.357
EUN,TUR,2008,34.388
EUN,LBN,2012,34.402
BEL,TUR,2008,34.44
DEU,SAU,2017,34.443
ESP,MAR,2016,34.464
GTM,USA,2001,34.488
SER,HUN,2004,34.493
NLD,SWE,2022,34.497
USA,JAM,2020,34.525
JPN,USA,2013,34.542
MYS,GTM,2019,34.575
OAS,USA,2015,34.612
SGP,MYS,2002,34.655
CHN,OAS,2004,34.664
AUT,FIN,2018,34.679
OAS,USA,2020,34.681
EUN,CHE,2010,34.75
SER,UKR,2022,34.755
DEU,USA,2021,34.854
NLD,JPN,1997,34.871
DEU,DZA,2016,34.893
EUN,KWT,2006,34.893
USA,MYS,2001,34.952
GBR,ESP,2004,34.963
IND,DEU,2020,34.971
IND,NPL,1999,34.972
ZWE,ZMB,2006,34.997
HUN,SWE,2001,35
MEX,GTM,1997,35
IDN,CAN,2017,35.057
NLD,CMR,2003,35.062
NLD,ZAF,2003,35.062
RUS,KAZ,2001,35.084
DEU,AUT,2021,35.118
TZA,KEN,2019,35.125
ZAF,ZMB,2011,35.153
EST,RUS,1999,35.158
CHN,RUS,2004,35.18
ETH,KEN,2014,35.192
AUT,NOR,2001,35.205
CHN,OAS,1998,35.223
NLD,ARE,1996,35.225
NLD,DNK,2016,35.234
ZAF,CZE,2002,35.241
BEL,TUN,1999,35.248
ROM,MDA,2004,35.25
CHL,ARG,2014,35.325
AUT,NLD,2002,35.339
EUN,MYS,2014,35.49
SER,UKR,2007,35.509
AUT,MYS,2014,35.518
BEL,ZAF,1999,35.597
IND,MEX,2020,35.622
BEL,ROM,2005,35.63
ROM,GRC,2008,35.631
GBR,MLT,2010,35.663
IND,RUS,2003,35.673
OAS,CHN,2005,35.688
CAN,TTO,2020,35.692
USA,DEU,2004,35.766
SER,ITA,2010,35.782
EUN,TUN,2000,35.784
HUN,CZE,2019,35.79
EUN,KOR,2020,35.824
TZA,KEN,2016,35.839
BEL,TUN,2000,35.857
ZAF,BWA,2018,35.878
DEU,HRV,1996,35.881
DEU,KOR,1996,35.881
NLD,ARE,2000,35.9
NLD,UKR,2002,35.902
ITA,ESP,2022,35.912
NLD,SER,2019,35.919
USA,AUS,2019,35.922
DNK,LTU,2007,35.963
COL,ECU,2002,35.967
EUN,JOR,2000,35.986
DEU,DNK,2004,36
DEU,KWT,2005,36
USA,DNK,1996,36
FRA,DEU,2012,36.002
MEX,USA,2009,36.034
BEL,JOR,2000,36.066
FRA,ITA,2004,36.066
EUN,TUR,2001,36.067
NLD,BGR,2004,36.079
AUT,MLT,2003,36.086
GBR,RUS,2002,36.128
SGP,ESP,2020,36.156
NLD,CHE,2012,36.159
USA,BRB,2005,36.164
IDN,AUS,2015,36.177
EGY,AUT,2020,36.192
EUN,NOR,2013,36.198
IND,ZMB,2014,36.248
AUT,NOR,2000,36.266
EUN,MAR,2010,36.268
SER,MNT,2013,36.269
CHN,JPN,2006,36.278
IND,VNM,2019,36.299
ESP,AGO,2009,36.328
DEU,MMR,2022,36.332
EUN,MMR,2022,36.332
NLD,ROM,2016,36.352
THA,BRN,2007,36.358
NLD,ARE,1998,36.359
OAS,JPN,2009,36.367
EUN,ARE,2001,36.371
ARE,MYS,2015,36.413
AUT,THA,2008,36.414
SER,FRA,2010,36.418
SER,SVK,2001,36.443
JPN,CHN,2005,36.454
IND,TMP,2014,36.469
OAS,JPN,2017,36.474
IND,QAT,2018,36.531
USA,DOM,1996,36.559
ESP,SAU,2008,36.591
GBR,SWE,2002,36.592
IND,NPL,2000,36.595
AUT,FIN,2019,36.623
BEL,AUS,2007,36.657
AUS,FRA,2011,36.67
EUN,AUS,2007,36.703
BLX,SVN,1998,36.725
IDN,SAU,2006,36.73
UGA,CHE,2020,36.731
USA,CRI,2006,36.738
UGA,RWA,2006,36.758
IDN,SGP,2020,36.783
BEL,DNK,2001,36.789
DEU,SVK,2008,36.797
CHN,CAN,1997,36.8
ITA,ALB,1996,36.801
CHE,ITA,2005,36.808
AUS,OAS,2009,36.818
USA,LBN,2004,36.867
GBR,SAU,1997,36.883
USA,UKR,2002,36.883
CRI,NIC,2009,36.916
DNK,OAS,2018,36.921
SVK,POL,2020,36.931
AUT,HRV,2000,36.935
OAS,VNM,2002,36.944
GTM,HND,1999,36.949
GBR,NOR,2007,36.982
DEU,BGR,2006,37
DEU,UKR,2002,37
GBR,ESP,2002,37
HUN,BGR,1997,37
USA,AUS,2017,37.011
EUN,OAS,2018,37.014
EUN,UKR,2007,37.046
SER,JOR,2017,37.055
USA,PAN,2008,37.062
IND,BGR,2014,37.071
BEL,LUX,2008,37.072
USA,GRC,2014,37.075
ZAF,ZWE,2016,37.08
EUN,HKG,2002,37.093
IND,GHA,2016,37.116
BEL,GBR,2012,37.232
FRA,ESP,2016,37.26
FRA,DZA,2018,37.286
EUN,AGO,2009,37.293
IND,KWT,2019,37.298
IND,MUS,2004,37.306
EST,KOR,2021,37.351
UKR,BLR,2002,37.44
AUS,IDN,2006,37.455
USA,LTU,1998,37.5
USA,LTU,1999,37.5
USA,IRL,2006,37.52
IND,PHL,2003,37.529
IND,ITA,2021,37.544
USA,NLD,2016,37.554
ITA,ESP,2000,37.581
RUS,KAZ,2015,37.586
GBR,GIN,1996,37.591
NLD,OAS,2001,37.622
SER,UKR,2001,37.635
IND,SGP,2021,37.648
AUS,IDN,2018,37.657
CZE,POL,2001,37.684
NLD,ESP,2000,37.741
CHL,ARG,2015,37.75
DEU,NLD,2015,37.757
AUS,SGP,1998,37.778
SVK,CZE,2019,37.844
CAN,PAK,2012,37.851
KOR,CHN,1998,37.882
CAN,MYS,2012,37.903
RUS,UKR,2010,37.908
ITA,FRA,1996,37.913
BEL,HUN,2002,37.986
DEU,CZE,1998,38
DEU,DNK,2000,38
DEU,NOR,2006,38
AUT,BGR,1997,38.037
DEU,ZAF,1997,38.063
FRA,CHE,1997,38.07
EUN,THA,2001,38.071
ZAF,LSO,2012,38.077
MYS,GTM,2020,38.085
AUT,THA,2006,38.103
EUN,ARE,2000,38.147
USA,JAM,1996,38.154
AUT,DNK,2005,38.17
OAS,KOR,2001,38.174
GBR,RUS,2001,38.179
AUS,ARE,2005,38.185
IDN,TMP,2019,38.193
SER,MAR,2020,38.208
ARG,IND,2015,38.282
GBR,ZAF,1997,38.312
SGP,MYS,2003,38.316
KOR,USA,2001,38.332
NLD,GBR,1996,38.338
ITA,ESP,2019,38.354
IDN,NLD,2016,38.376
USA,BHS,2004,38.415
NLD,ITA,2007,38.439
GBR,SWE,2015,38.451
OAS,USA,2014,38.461
SWE,FIN,2012,38.524
DEU,LTU,1996,38.539
SGP,MMR,2021,38.553
COL,ECU,2001,38.564
BEL,TUR,2009,38.569
USA,LKA,2001,38.625
AUS,IDN,2017,38.645
EUN,OAS,2013,38.646
DEU,OAS,2013,38.659
GBR,GRC,2007,38.66
IND,SGP,2008,38.717
ZAF,MWI,2004,38.726
KOR,CHN,2000,38.771
USA,COL,2002,38.789
DEU,FIN,2017,38.794
BEL,DNK,2000,38.851
SER,BLR,2018,38.861
EUN,MAR,2014,38.871
CAN,JPN,1996,38.881
TUR,SYR,2007,38.915
AUS,OAS,2004,38.956
DEU,RUS,2007,39
DEU,THA,2001,39
USA,HTI,2020,39
DEU,OAS,2008,39.008
DEU,EGY,2017,39.025
GBR,DNK,2016,39.05
EUN,OAS,2001,39.092
ZAF,MWI,2016,39.109
TUR,ROM,2005,39.15
GBR,FIN,2015,39.182
IND,IDN,2017,39.242
USA,DNK,2013,39.28
SER,UKR,2006,39.331
TZA,KEN,2020,39.368
ESP,ITA,2021,39.385
CAN,JPN,1997,39.389
IND,SGP,2013,39.41
NLD,CMR,2001,39.413
BOL,NGA,2009,39.42
USA,ARE,2018,39.425
ITA,CHE,2008,39.428
DEU,POL,2008,39.439
GBR,MLT,2008,39.459
USA,ARE,1999,39.518
MEX,SLV,2020,39.526
EUN,ZAF,2002,39.56
GRC,BGR,2017,39.606
USA,ARG,2016,39.627
UGA,ZAR,2006,39.655
SER,MKD,2022,39.696
KEN,SOM,2016,39.713
DNK,BGR,2010,39.717
MYS,BRN,2005,39.729
USA,KEN,2012,39.732
DEU,DNK,1997,39.793
ITA,DZA,2010,39.804
BRA,ARG,1997,39.843
THA,LAO,2017,39.865
DEU,SAU,2011,39.872
GRC,CYP,2008,39.925
JPN,OAS,2015,39.981
BOL,CHL,2000,40
USA,ITA,2016,40
IND,AUS,2017,40.001
BEL,MAR,2009,40.006
IND,PHL,2004,40.018
USA,POL,2002,40.04
JPN,CHN,2006,40.103
IND,MMR,1998,40.156
EUN,MDA,2004,40.158
FRA,SEN,2016,40.161
DEU,POL,2016,40.176
USA,GBR,2021,40.195
GBR,GRC,2000,40.219
OAS,USA,2006,40.227
ITA,FRA,1998,40.272
SER,AUS,2020,40.291
GBR,NLD,2002,40.317
DNK,CYP,2013,40.334
FRA,DEU,2021,40.388
AUT,SVN,2008,40.402
AUT,GBR,2006,40.408
AUT,CHE,2015,40.447
AUS,IDN,2002,40.448
KAZ,KGZ,2010,40.471
BEL,JPN,2006,40.476
EUN,JPN,2006,40.5
GBR,NOR,2006,40.536
JPN,THA,1996,40.551
ZAF,MUS,2005,40.569
MEX,USA,2022,40.593
CAN,JPN,2003,40.615
GBR,ESP,1996,40.62
DNK,FIN,2011,40.629
EGY,KWT,2019,40.647
USA,VEN,2010,40.648
RUS,KAZ,2002,40.671
HKG,MAC,2019,40.691
FRA,SEN,2017,40.712
BEL,GRC,2005,40.726
CZE,POL,2013,40.726
MYS,CHN,2021,40.756
OAS,MYS,2003,40.8
AUT,HRV,1996,40.808
JPN,THA,1998,40.817
EUN,THA,2006,40.839
SER,CHE,2022,40.847
EUN,OAS,2006,40.889
AUT,GRC,2002,40.918
EUN,QAT,2018,40.946
GBR,GRC,2003,40.975
BEL,AUS,2006,40.985
EUN,JPN,2002,40.987
HUN,FIN,2001,41
SVN,ROM,2017,41
USA,RUS,1998,41
JPN,VNM,2017,41.021
DEU,QAT,2018,41.028
NLD,GHA,1999,41.083
BLR,RUS,2019,41.1
EUN,ZAF,2004,41.116
EUN,QAT,2020,41.209
MYS,SGP,2001,41.209
AUT,POL,2001,41.21
SER,UKR,2014,41.213
GBR,RUS,2005,41.263
ZAF,LSO,2011,41.268
ROM,ALB,2006,41.278
JPN,KOR,2006,41.35
IND,RUS,1999,41.378
USA,SWE,2007,41.391
MWI,COG,2006,41.398
AUT,ESP,2000,41.418
AUT,MEX,2015,41.426
SER,UKR,2015,41.48
SER,FRA,2009,41.495
SER,AUS,2019,41.504
EUN,CHE,2001,41.526
BEL,THA,2008,41.589
IND,ARE,2001,41.597
BRA,PRY,2022,41.61
CHN,CAN,1996,41.623
USA,GBR,2022,41.634
GRC,CYP,2012,41.64
IND,OAS,2000,41.644
EUN,NOR,2004,41.713
SER,MDA,2008,41.726
GBR,ESP,2013,41.752
SER,IRL,2021,41.784
OAS,USA,2021,41.787
DEU,ARE,2014,41.823
MYS,MDG,2009,41.869
CHN,POL,1998,41.88
HUN,SVK,2022,41.98
USA,AGO,2016,41.984
EUN,CHE,2006,42.008
NLD,ROM,2017,42.043
EUN,ARE,2014,42.061
BEL,ROM,2010,42.088
USA,JOR,2020,42.161
AUS,OAS,2006,42.246
USA,PAN,2003,42.259
EUN,MAR,2009,42.264
OAS,MYS,2001,42.277
FRA,DEU,2004,42.285
KOR,USA,2014,42.322
MEX,USA,2010,42.337
ARG,URY,2013,42.34
GBR,FIN,2016,42.376
MEX,HND,2005,42.421
OAS,CHN,2008,42.434
SER,DEU,2009,42.438
USA,ISR,2004,42.457
IND,OAS,2004,42.479
HKG,MAC,2017,42.487
DEU,NLD,2016,42.499
BEL,UKR,2020,42.512
USA,PAK,2009,42.512
CHN,KOR,1997,42.576
DEU,NLD,2018,42.601
GBR,ITA,2018,42.605
USA,NLD,1999,42.636
CAN,NZL,2009,42.675
DEU,SVN,1997,42.677
BOL,CHL,2010,42.7
NLD,ETH,2006,42.716
MYS,BRN,2012,42.74
GBR,DEU,2011,42.751
USA,SAU,1998,42.768
IND,SAU,2000,42.78
ROM,HUN,2018,42.786
GBR,PRT,1997,42.805
USA,KWT,2013,42.808
KAZ,KGZ,2009,42.837
CHN,JPN,2010,42.86
BRA,AGO,2016,42.866
CHN,OAS,2012,42.871
FRA,BEL,2013,42.887
USA,SGP,2016,42.9
THA,LAO,2013,42.932
ZAF,ZWE,2011,42.974
EUN,THA,2007,42.976
SER,BLR,2022,42.986
DEU,SVN,1998,43
GBR,NOR,2010,43.065
AUT,SVN,2006,43.16
GUY,SUR,2022,43.2
SER,BGR,2006,43.27
AUT,THA,2010,43.306
MMR,SGP,2017,43.31
IND,JOR,2015,43.313
SGP,IDN,2004,43.368
NLD,DNK,2022,43.38
SYR,ARE,2010,43.383
BEL,LUX,2000,43.403
CHE,ITA,2006,43.41
NLD,GRC,2002,43.46
IND,ITA,2014,43.468
USA,DEU,2005,43.479
NLD,DNK,2014,43.495
IND,PHL,2019,43.519
NLD,ESP,2012,43.524
AUS,NCL,2020,43.532
DEU,ZAF,1999,43.539
EUN,QAT,2019,43.543
DEU,QAT,2019,43.557
DEU,DZA,2020,43.562
MEX,USA,2021,43.59
HKG,CHN,2018,43.603
EUN,ALB,2006,43.604
GBR,NOR,2012,43.608
USA,PAK,2013,43.626
RUS,KAZ,2008,43.631
CHE,BEL,2008,43.632
IDN,TMP,2014,43.65
GBR,FIN,2006,43.669
USA,ECU,1999,43.74
CAN,CHN,2003,43.769
SGP,THA,2003,43.81
BEL,GRC,2002,43.825
DEU,GRC,1997,43.831
SER,NOR,2021,43.838
JPN,THA,2001,43.843
SGP,BRN,1998,43.846
HUN,DEU,2021,43.859
EUN,MDG,2020,43.982
SER,AUS,2022,44.029
DEU,MDG,2020,44.052
AUT,NGA,2021,44.116
ITA,NLD,2012,44.12
PAK,KOR,2016,44.121
IND,ARE,2011,44.167
GBR,DNK,2007,44.186
ESP,DZA,2002,44.283
USA,SLV,2008,44.314
CAN,HKG,2009,44.5
AUT,FRA,1997,44.513
SER,UKR,2002,44.559
USA,NLD,2001,44.595
NLD,NOR,1997,44.615
USA,ARE,2004,44.632
SER,ESP,2009,44.654
EUN,CPV,2022,44.684
PRT,CPV,2022,44.684
AUT,NLD,2000,44.697
ZMB,ZAF,2013,44.72
DNK,UKR,2010,44.722
GBR,DNK,2008,44.73
EUN,ISL,2019,44.768
NLD,ISL,2019,44.778
BRA,NZL,2004,44.782
ITA,ROM,2009,44.846
ESP,FRA,2014,44.86
USA,HTI,2013,44.861
MYS,OAS,2006,44.866
USA,LTU,2002,44.895
USA,PAK,2020,44.91
OAS,HKG,2008,44.935
AUS,NCL,2014,44.941
IND,DZA,2011,44.944
DEU,OAS,2007,45
DEU,SWE,2000,45
BLX,PRT,1998,45.014
AUT,MAR,2017,45.059
AUS,GBR,2002,45.092
NLD,ZAF,2000,45.105
AUT,MLT,2010,45.123
GBR,NLD,2000,45.128
NLD,FRA,2020,45.149
USA,CHE,2002,45.178
BOL,CHL,2008,45.214
CIV,IND,2015,45.279
SER,UKR,2021,45.322
FRA,SEN,2020,45.323
EUN,LBN,2021,45.324
BEL,MAR,2002,45.333
USA,GRC,2000,45.349
NLD,SWE,2002,45.35
AUT,LBN,2021,45.364
AUT,MAR,2015,45.421
DEU,AUT,2015,45.426
SVN,ITA,2017,45.5
EUN,CAN,2008,45.501
ROM,ITA,2016,45.512
MYS,CHN,2020,45.567
GRC,ALB,1999,45.59
NLD,CZE,2011,45.591
ITA,SER,2013,45.592
EUN,BRA,2015,45.619
ESP,BRA,2015,45.641
BEL,RUS,2001,45.65
JPN,THA,1997,45.719
FRA,CAN,2008,45.729
TUR,SYR,2019,45.76
AUS,KOR,2022,45.78
IND,ARE,2012,45.794
EUN,KWT,2005,45.799
IND,ITA,2002,45.849
AUT,HUN,1996,45.909
NLD,CHE,1996,45.939
AUT,UKR,2013,45.946
AUT,MAR,2018,45.959
SER,SVN,2002,45.959
NLD,SWE,2015,45.976
DEU,RUS,2002,46
HUN,ROM,1999,46
IND,AUS,2000,46.022
NLD,CZE,2009,46.044
IND,OMN,2020,46.08
VNM,KOR,2017,46.125
OAS,VNM,2001,46.167
EUN,NOR,2021,46.168
EST,RUS,1996,46.195
EUN,UKR,2019,46.22
IND,LKA,2019,46.251
EUN,CMR,2021,46.259
USA,VEN,2016,46.262
ZAF,LSO,2013,46.279
BFA,NGA,2008,46.3
ESP,CMR,2021,46.3
DEU,SAU,2020,46.315
ZAF,AGO,2002,46.319
IND,NLD,2008,46.394
FRA,ITA,1999,46.417
NLD,ROM,2010,46.421
NLD,RUS,1998,46.458
SVK,CZE,2018,46.484
GBR,ESP,1999,46.584
DEU,AUT,2016,46.585
ITA,ROM,2000,46.593
IND,MMR,2009,46.605
GRC,ALB,1998,46.613
USA,JAM,2011,46.632
SGP,THA,2012,46.671
DNK,BGR,2008,46.672
AUT,POL,2005,46.676
GBR,GRC,2004,46.727
UGA,KEN,2019,46.791
CAN,OAS,2022,46.81
EUN,TUR,2000,46.863
NLD,SWE,2018,46.877
GHA,BFA,2008,46.984
DEU,NLD,2005,47
GHA,GIN,2014,47.029
AUT,UKR,2010,47.061
ITA,FRA,1997,47.099
SER,MAR,2018,47.099
OAS,HKG,2003,47.1
USA,GRC,2007,47.166
NLD,CHE,1997,47.179
USA,GTM,2020,47.191
OAS,HKG,2000,47.224
FRA,AUT,2021,47.236
JPN,USA,2008,47.27
AUT,LBN,2015,47.282
DEU,EGY,2022,47.299
LTU,GBR,2014,47.307
USA,GHA,2009,47.323
OAS,USA,2011,47.361
DEU,EGY,2009,47.376
BEL,MKD,2008,47.379
IND,GBR,2019,47.418
NLD,POL,2009,47.44
NLD,ZAF,2001,47.475
EUN,LBN,2015,47.476
EUN,CPV,2005,47.501
NLD,AUS,2003,47.503
ZAF,BEL,2000,47.503
PRT,CPV,2005,47.509
BEL,CZE,2010,47.517
FRA,ITA,2003,47.538
EUN,EGY,2009,47.542
DEU,FRA,2008,47.551
IND,GBR,2017,47.647
FRA,ITA,2011,47.665
SER,AUS,2021,47.672
EGY,BEL,2018,47.697
OAS,JPN,2010,47.707
JPN,KOR,1996,47.726
BEL,LUX,2003,47.741
EUN,MMR,2016,47.785
DEU,MMR,2016,47.818
AUS,PYF,2018,47.848
MWI,ZMB,2011,47.859
DEU,SAU,1999,47.893
IND,MYS,2005,47.933
DEU,EGY,2011,47.955
ZAF,BWA,2017,47.96
DEU,DNK,2003,48
IDN,AUS,2012,48
ZAF,MEX,2011,48.062
EUN,SAU,2000,48.104
SGP,IDN,2014,48.122
BEL,ROM,2003,48.133
MYS,HKG,2009,48.143
NLD,ARE,2002,48.184
CAN,NOR,2013,48.212
AUT,HRV,2019,48.226
SGP,AUS,2012,48.272
FRA,ITA,2012,48.286
USA,SLV,2002,48.305
GBR,SWE,1998,48.335
AUS,PNG,2021,48.34
EUN,NOR,2003,48.377
EUN,MMR,2010,48.383
ZAF,ZMB,2013,48.394
DEU,MMR,2010,48.434
HUN,ITA,2020,48.462
GBR,FIN,2007,48.469
BEL,ROM,2009,48.492
NLD,POL,2004,48.52
IND,BGR,2016,48.521
FRA,ITA,2005,48.525
EUN,THA,2005,48.569
AUT,THA,2005,48.612
FRA,ITA,2009,48.626
FRA,ESP,2008,48.679
ITA,MLT,2015,48.714
MYS,JPN,2014,48.715
IND,DEU,1998,48.716
USA,COL,2001,48.74
BEL,SVN,1999,48.761
IND,NPL,1998,48.809
