Source,Target,1201 in 1000 USD ,Year
ARG,CHL,20061.822,2010
ARG,CHL,55004.989,2011
ARG,CHL,8449.178,2012
ARG,CHL,1773.382,2013
ARG,CHL,31325.858,2014
ARG,CHL,34417.005,2015
ARG,CHL,31583.405,2016
ARG,CHL,31416.412,2017
ARG,CHL,30622.828,2018
ARG,CHL,19559.708,2019
ARG,CHL,28588.348,2020
ARG,CHL,35987.085,2021
ARG,CHN,68129.216,1996
ARG,CHN,90067.4,1998
ARG,CHN,162129.793,1999
ARG,CHN,531219.224,2000
ARG,CHN,827964.636,2001
ARG,CHN,505193.37,2002
ARG,CHN,1226877.53,2003
ARG,CHN,1153431.84,2004
ARG,CHN,1727087.815,2005
ARG,CHN,1422095.979,2006
ARG,CHN,2662545.698,2007
ARG,CHN,3609035.187,2008
ARG,CHN,1200578.924,2009
ARG,CHN,4117582.272,2010
ARG,CHN,4189957.118,2011
ARG,CHN,2722577.021,2012
ARG,CHN,3216109.132,2013
ARG,CHN,3036044.239,2014
ARG,CHN,3540256.716,2015
ARG,CHN,2792549.277,2016
ARG,CHN,2414514.436,2017
ARG,CHN,1313216.58,2018
ARG,CHN,3012737.56,2019
ARG,CHN,1867358.785,2020
ARG,CHN,1781766.354,2021
ARG,COL,1168.312,1997
ARG,COL,984.899,1998
ARG,COL,976.549,2000
ARG,COL,5348.441,2001
ARG,COL,4088.82,2003
ARG,COL,9678.196,2004
ARG,COL,14278.441,2005
ARG,COL,8195.352,2006
ARG,COL,4543.581,2007
ARG,COL,650.65,2008
ARG,COL,14021.531,2009
ARG,COL,89064.235,2010
ARG,COL,64309.017,2011
ARG,COL,40435.693,2012
ARG,COL,15911.375,2013
ARG,COL,34685.373,2014
ARG,CRI,1902.803,1998
ARG,CRI,7081.313,1999
ARG,CRI,5192.446,2000
ARG,CRI,2478.037,2001
ARG,CRI,4515.824,2013
ARG,CUB,1293.319,1996
ARG,CUB,12502.398,2004
ARG,CUB,39637.72,2013
ARG,CUB,23952.447,2014
ARG,CUB,9113.233,2015
ARG,CUB,27199.55,2016
ARG,CYP,734.375,1996
ARG,CYP,1625.736,1999
ARG,CYP,426.386,2000
ARG,CYP,1037.11,2001
ARG,CYP,774.448,2002
ARG,CYP,514,2003
ARG,DEU,46508.46,1996
ARG,DEU,7.262,1997
ARG,DEU,305.285,1998
ARG,DEU,15374.968,1999
ARG,DEU,8694.945,2000
ARG,DEU,86.031,2001
ARG,DEU,9293.644,2002
ARG,DEU,7552.512,2003
ARG,DEU,426.298,2004
ARG,DEU,507.742,2005
ARG,DEU,516.601,2006
ARG,DEU,519.367,2007
ARG,DEU,477.008,2008
ARG,DEU,176.8,2009
ARG,DEU,5608.65,2010
ARG,DNK,1135,1998
ARG,DNK,135.816,2000
ARG,DNK,48.687,2001
ARG,DNK,103.211,2002
ARG,DNK,431.203,2007
ARG,DNK,455.935,2008
ARG,ECU,1224.133,1998
ARG,ECU,51.69,2004
ARG,EGY,7012.5,1996
ARG,EGY,15646.5,1997
ARG,EGY,16240.981,1998
ARG,EGY,12201.261,1999
ARG,EGY,5429.089,2000
ARG,EGY,21328.594,2001
ARG,EGY,28160.818,2002
ARG,EGY,45579.44,2003
ARG,EGY,45817.632,2004
ARG,EGY,75012.25,2005
ARG,EGY,60483.743,2006
ARG,EGY,121647.169,2007
ARG,EGY,132420.293,2008
ARG,EGY,71698.274,2009
ARG,EGY,255141.024,2010
ARG,EGY,368777.447,2011
ARG,EGY,99077.43,2012
ARG,EGY,266352.013,2013
ARG,EGY,151732.15,2014
ARG,EGY,189879.244,2015
ARG,EGY,217435.497,2016
ARG,EGY,183522.683,2017
ARG,EGY,213602.82,2019
ARG,EGY,193885.278,2020
ARG,EGY,305339.436,2021
ARG,ESP,114230.08,1996
ARG,ESP,21499.654,1997
ARG,ESP,82629.928,1998
ARG,ESP,20479.656,1999
ARG,ESP,5644.169,2000
ARG,ESP,46709.598,2001
ARG,ESP,78091.304,2002
ARG,ESP,7486.398,2003
ARG,ESP,1999.888,2004
ARG,ESP,1795.5,2005
ARG,ESP,4322.237,2007
ARG,ESP,6334.875,2008
ARG,ESP,653.782,2009
ARG,ESP,3405.503,2010
ARG,ESP,4785.369,2011
ARG,ESP,217.813,2012
ARG,ESP,5269.959,2013
ARG,ESP,7056.786,2014
ARG,ESP,273.608,2017
ARG,ESP,10767.045,2019
ARG,FIN,5180,1997
ARG,FIN,3288.266,1998
ARG,FRA,10521.572,1996
ARG,FRA,7808.753,1998
ARG,FRA,1809.601,1999
ARG,FRA,678.411,2000
ARG,FRA,1061.071,2001
ARG,FRA,1018.032,2002
ARG,FRA,151.552,2004
ARG,FRA,73.203,2009
ARG,FRA,0.003,2010
ARG,FRA,0.05,2015
ARG,GBR,3041.071,1996
ARG,GBR,2374.269,1997
ARG,GBR,3488.402,1998
ARG,GBR,917.539,1999
ARG,GBR,125.867,2000
ARG,GBR,38.262,2001
ARG,GBR,1890.458,2002
ARG,GBR,778,2003
ARG,GBR,203.102,2004
ARG,GBR,458.806,2005
ARG,GBR,3215.734,2006
ARG,GBR,1834.516,2007
ARG,GBR,1670.316,2008
ARG,GBR,1380.511,2010
ARG,GBR,565.39,2011
ARG,GBR,117.87,2012
ARG,GBR,10528.329,2013
ARG,GBR,5073.318,2014
ARG,GBR,7636.994,2015
ARG,GEO,901.22,2008
ARG,GRC,22259.668,1996
ARG,GRC,19202.32,1997
ARG,GRC,22748.532,1998
ARG,GRC,12342.083,1999
ARG,GRC,20324.079,2000
ARG,GRC,15342.022,2001
ARG,GRC,16141.156,2002
ARG,GRC,28794.828,2003
ARG,GRC,26695.367,2004
ARG,GRC,9143.326,2005
ARG,GRC,105.608,2006
ARG,GRC,17406.628,2007
ARG,GRC,12985.313,2008
ARG,GRC,8443.77,2009
ARG,GRC,4230,2010
ARG,GRC,5094.046,2015
ARG,GTM,9104.4,2003
ARG,HKG,425.7,2002
ARG,HKG,193,2005
ARG,HKG,137.249,2013
ARG,IDN,3302.795,1999
ARG,IDN,24096.256,2000
ARG,IDN,6252.918,2001
ARG,IDN,7071.992,2002
ARG,IDN,15573.614,2003
ARG,IDN,59082.708,2004
ARG,IDN,38474.943,2005
ARG,IDN,14285.94,2006
ARG,IDN,58298.893,2007
ARG,IDN,15994.075,2008
ARG,IDN,9086.366,2009
ARG,IDN,32446.341,2010
ARG,IDN,47044.598,2011
ARG,IDN,47111.555,2013
ARG,IDN,12539.348,2014
ARG,IDN,456.301,2015
ARG,IND,76.366,2011
ARG,IND,2845.162,2014
ARG,IRL,812.199,1996
ARG,IRL,666,1998
ARG,IRL,935,1999
ARG,IRL,573.531,2000
ARG,IRL,1283.826,2001
ARG,IRL,763.68,2002
ARG,IRL,120.9,2007
ARG,IRL,605.908,2010
ARG,IRN,19052.998,1998
ARG,IRN,7647.5,1999
ARG,IRN,16389.631,2002
ARG,IRN,56555.732,2007
ARG,IRN,262983.966,2008
ARG,IRN,169088.005,2009
ARG,IRN,104867.221,2010
ARG,IRN,69258.965,2011
ARG,IRN,71510.496,2012
ARG,IRN,16455.325,2013
ARG,IRN,46592.628,2014
ARG,IRN,162149.94,2015
ARG,IRN,12469.002,2016
ARG,ISR,30641.97,1998
ARG,ISR,6354.358,1999
ARG,ISR,2263.2,2000
ARG,ISR,19507.861,2001
ARG,ISR,11206.868,2002
ARG,ISR,19656.312,2003
ARG,ISR,31458.197,2004
ARG,ISR,5524,2005
ARG,ISR,3986.4,2007
ARG,ISR,2772,2008
ARG,ITA,51841.4,1996
ARG,ITA,19230.578,1997
ARG,ITA,27949.704,1998
ARG,ITA,4837.893,1999
ARG,ITA,3108.841,2000
ARG,ITA,12450.358,2001
ARG,ITA,38031.343,2002
ARG,ITA,16471.244,2003
ARG,ITA,3270.888,2004
ARG,ITA,4224.917,2005
ARG,ITA,3428.898,2006
ARG,ITA,27425.894,2007
ARG,ITA,23459.366,2008
ARG,ITA,9613.696,2009
ARG,ITA,17467.385,2010
ARG,ITA,7159.078,2011
ARG,ITA,4999.2,2012
ARG,ITA,6135.28,2013
ARG,ITA,14859.75,2014
ARG,ITA,9073.378,2015
ARG,ITA,20663.262,2016
ARG,ITA,1.661,2017
ARG,ITA,10748.095,2019
ARG,JPN,390.76,1996
ARG,JPN,7592.509,1997
ARG,JPN,6322.736,1998
ARG,JPN,4187.363,1999
ARG,JPN,3096.349,2000
ARG,JPN,3511.35,2001
ARG,JPN,4064.7,2002
ARG,JPN,3851.009,2003
ARG,JPN,47.034,2004
ARG,JPN,0.022,2006
ARG,JPN,6268.852,2007
ARG,JPN,870.036,2008
ARG,JPN,1084.221,2009
ARG,JPN,255.933,2010
ARG,JPN,359.942,2011
ARG,JPN,261.07,2012
ARG,JPN,229.207,2013
ARG,JPN,425.344,2014
ARG,JPN,129.782,2015
ARG,KEN,1425.6,2004
ARG,KEN,1112.335,2006
ARG,KOR,3808.98,2003
ARG,KOR,27.72,2012
ARG,LBN,1659,1999
ARG,LBN,4554.618,2002
ARG,LBN,3516.077,2003
ARG,LBN,6223.46,2004
ARG,LBN,8606.706,2014
ARG,LBN,17858.897,2015
ARG,LBN,8322.922,2016
ARG,LBN,16205.04,2017
ARG,LTU,4967.55,2011
ARG,LVA,7830,2010
ARG,MAR,23901.964,1998
ARG,MAR,3894.753,1999
ARG,MAR,13934.444,2001
ARG,MAR,213.106,2007
ARG,MAR,3267,2010
ARG,MAR,2637.371,2014
ARG,MAR,2354.66,2017
ARG,MDG,537.543,2008
ARG,MEX,25756.952,1998
ARG,MEX,5136,2002
ARG,MEX,10.815,2003
ARG,MEX,7517.003,2004
ARG,MEX,7419.738,2005
ARG,MEX,51.714,2006
ARG,MEX,26.26,2007
ARG,MEX,73.21,2008
ARG,MUS,54.087,2011
ARG,MYS,27821.182,1996
ARG,MYS,33319.376,1998
ARG,MYS,5339,1999
ARG,MYS,20148.056,2000
ARG,MYS,20341.45,2001
ARG,MYS,38433.856,2002
ARG,MYS,27939.822,2003
ARG,MYS,28716.88,2004
ARG,MYS,33837.818,2005
ARG,MYS,39164.269,2006
ARG,MYS,10822.393,2007
ARG,MYS,73899.858,2008
ARG,MYS,23551.742,2009
ARG,MYS,33577.972,2010
ARG,MYS,39818.68,2011
ARG,MYS,34.041,2012
ARG,MYS,4319.212,2013
ARG,MYS,6290.685,2014
ARG,MYS,13939.958,2015
ARG,MYS,3151.26,2016
ARG,NGA,1385.578,2007
ARG,NGA,1972.86,2011
ARG,NGA,2445,2012
ARG,NGA,11637.885,2014
ARG,NGA,12048.97,2015
ARG,NLD,191621.936,1996
ARG,NLD,32624.224,1997
ARG,NLD,93804.192,1998
ARG,NLD,124230.702,1999
ARG,NLD,28104.287,2000
ARG,NLD,30746.913,2001
ARG,NLD,53654.699,2002
ARG,NLD,7683.072,2003
ARG,NLD,10176.624,2004
ARG,NLD,23.195,2005
ARG,NLD,1479.936,2007
ARG,NLD,28.433,2009
ARG,NLD,33.96,2010
ARG,NOR,6950.58,1996
ARG,NOR,67.918,2011
ARG,NPL,3469.159,2014
ARG,NPL,4483.403,2015
ARG,NPL,723.935,2016
ARG,NZL,13.7,2008
ARG,NZL,16.365,2010
ARG,NZL,34.403,2011
ARG,OAS,340.845,1996
ARG,OAS,7288.787,1997
ARG,OAS,52436.784,1998
ARG,OAS,15083.619,1999
ARG,OAS,8348.264,2000
ARG,OAS,8347.055,2002
ARG,OAS,39035.033,2003
ARG,OAS,14585.4,2004
ARG,OAS,30018.032,2005
ARG,OAS,4078.081,2006
ARG,OAS,473.816,2007
ARG,OAS,3422.77,2008
ARG,OAS,23.52,2009
ARG,OAS,43774.67,2010
ARG,OAS,1056.193,2012
ARG,OAS,47081.455,2013
ARG,OAS,14592.058,2014
ARG,OAS,466.023,2015
ARG,OAS,19.3,2016
ARG,OAS,22549.795,2020
ARG,OMN,6335.57,2002
ARG,OMN,1173.275,2003
ARG,PAK,2671.194,2001
ARG,PAK,32457.426,2002
ARG,PAK,9462.256,2003
ARG,PAK,5626.74,2004
ARG,PAK,56468.588,2015
ARG,PAN,647.64,2011
ARG,PAN,628.619,2012
ARG,PAN,4677.128,2014
ARG,PER,3042.307,2000
ARG,PER,7700.75,2001
ARG,PER,13425.242,2002
ARG,PER,17150.132,2003
ARG,PER,1235.278,2004
ARG,PER,2673.028,2005
ARG,PER,4317.205,2006
ARG,PER,4901.025,2007
ARG,PER,14079.331,2008
ARG,PER,9616.165,2009
ARG,PER,12286.811,2010
ARG,PER,8198.181,2011
ARG,PER,3558.452,2012
ARG,PER,31362.769,2014
ARG,PER,20773.147,2015
ARG,PER,136.219,2017
ARG,PHL,1180.344,2000
ARG,PHL,8918.497,2001
ARG,PHL,14704.219,2002
ARG,PHL,17338.149,2003
ARG,PHL,15707.678,2004
ARG,PHL,8478.754,2005
ARG,PHL,1904.4,2006
ARG,PHL,4382.642,2007
ARG,PHL,3686.418,2008
ARG,PHL,48.92,2009
ARG,PHL,1977.16,2010
ARG,PHL,1137.996,2011
ARG,PHL,92.411,2012
ARG,PHL,699.819,2013
ARG,PHL,2133.756,2014
ARG,PRT,5331.199,1996
ARG,PRT,21619.948,1998
ARG,PRT,3348.944,1999
ARG,PRT,17151.05,2001
ARG,PRT,12611.992,2002
ARG,PRT,3599.011,2003
ARG,PRT,1014,2007
ARG,PRT,15732.517,2008
ARG,PRT,108.59,2017
ARG,PRY,132.171,1996
ARG,PRY,63.354,1997
ARG,PRY,27.764,1998
ARG,PRY,1.666,1999
ARG,PRY,85.871,2001
ARG,PRY,361.85,2003
ARG,PRY,1033.922,2004
ARG,PRY,12329.496,2005
ARG,PRY,285.005,2006
ARG,PRY,2891.139,2007
ARG,PRY,6905.119,2008
ARG,PRY,5745.31,2009
ARG,PRY,4125.95,2010
ARG,PRY,8674.689,2011
ARG,PRY,10042.222,2012
ARG,PRY,6484.613,2013
ARG,PRY,5712.982,2014
ARG,PRY,4020.657,2015
ARG,PRY,1198.837,2016
ARG,PRY,3427.05,2017
ARG,PRY,513.721,2018
ARG,PRY,2143.279,2019
ARG,PRY,2647.73,2020
ARG,PRY,6109.468,2021
ARG,ROM,7084.05,1998
ARG,ROM,2594.942,2002
ARG,ROM,6129.66,2007
ARG,RUS,12434.873,2016
ARG,RUS,17818.381,2017
ARG,SAU,2397.078,2007
ARG,SAU,12451.637,2008
ARG,SAU,12.03,2009
ARG,SAU,13.05,2010
ARG,SAU,35.07,2011
ARG,SAU,32.447,2012
ARG,SAU,28.313,2014
ARG,SAU,27705.622,2019
ARG,SDN,0.098,2008
ARG,SGP,35.036,2004
ARG,SGP,0.24,2006
ARG,SGP,0.415,2007
ARG,SGP,69.768,2008
ARG,SGP,35.442,2009
ARG,SGP,12.554,2010
ARG,SGP,558.292,2011
ARG,SGP,51.087,2012
ARG,SGP,136.685,2014
ARG,SWE,44.158,1997
ARG,SWE,199.152,1998
ARG,SWE,226.904,1999
ARG,SWE,170.008,2000
ARG,SWE,485.203,2001
ARG,SWE,600.65,2002
ARG,SWE,674.539,2003
ARG,SWE,232.246,2004
ARG,SWE,260.62,2005
ARG,SWE,230.426,2006
ARG,SWE,211.2,2007
ARG,SWE,749.964,2008
ARG,SWE,914.63,2009
ARG,SWE,1408.103,2010
ARG,SWE,392.533,2011
ARG,SYR,6370.847,1998
ARG,SYR,6228,1999
ARG,SYR,2813.82,2000
ARG,SYR,18879.293,2001
ARG,SYR,12696.001,2002
ARG,SYR,21118.174,2003
ARG,SYR,16971.903,2004
ARG,SYR,24228.61,2005
ARG,SYR,10402.887,2006
ARG,SYR,37591.27,2007
ARG,SYR,7737.12,2008
ARG,SYR,46043.83,2009
ARG,SYR,52228.357,2010
ARG,SYR,55063.29,2011
ARG,SYR,12609.688,2012
ARG,SYR,8122.705,2013
ARG,SYR,5759.25,2015
ARG,THA,32433.1,1998
ARG,THA,57473.531,1999
ARG,THA,75049.177,2000
ARG,THA,126015.709,2001
ARG,THA,137845.425,2002
ARG,THA,186740.458,2003
ARG,THA,146161.948,2004
ARG,THA,123081.093,2005
ARG,THA,85901.251,2006
ARG,THA,75135.954,2007
ARG,THA,64114.275,2008
ARG,THA,40482.023,2009
ARG,THA,68584.006,2010
ARG,THA,112191.998,2011
ARG,THA,25544.934,2012
ARG,THA,77265.404,2013
ARG,THA,40045.934,2014
ARG,THA,49367.584,2015
ARG,THA,12851.45,2016
ARG,TUN,7943.544,2008
ARG,TUN,9278.499,2009
ARG,TUN,19083.753,2010
ARG,TUN,40731.302,2011
ARG,TUN,3151.027,2012
ARG,TUN,29269.438,2013
ARG,TUN,22421.351,2014
ARG,TUN,4112.425,2015
ARG,TUN,4926.378,2016
ARG,TUR,1759.76,1996
ARG,TUR,1856,1998
ARG,TUR,5737.283,1999
ARG,TUR,3498.289,2000
ARG,TUR,15940.492,2002
ARG,TUR,61337.15,2003
ARG,TUR,75858.384,2004
ARG,TUR,47441.241,2005
ARG,TUR,6232.94,2006
ARG,TUR,115642.68,2007
ARG,TUR,126024.03,2008
ARG,TUR,28806.769,2009
ARG,TUR,19650.086,2010
ARG,TUR,61371.905,2011
ARG,TUR,55316.902,2012
ARG,TUR,65259.951,2013
ARG,TUR,10611.387,2014
ARG,TUR,1854.875,2016
ARG,UKR,141.117,2010
ARG,UNS,0.406,1996
ARG,UNS,0.02,1997
ARG,UNS,0.001,1998
ARG,UNS,0.013,1999
ARG,UNS,5596.84,2003
ARG,UNS,4031.82,2004
ARG,UNS,9630.915,2021
ARG,URY,94.248,1996
ARG,URY,64.914,1997
ARG,URY,255.207,1998
ARG,URY,15.274,1999
ARG,URY,102.611,2000
ARG,URY,397.333,2001
ARG,URY,713.312,2002
ARG,URY,2731.741,2003
ARG,URY,3252.509,2004
ARG,URY,4266.023,2005
ARG,URY,2841.849,2006
ARG,URY,11379.306,2007
ARG,URY,14758.512,2008
ARG,URY,12943.645,2009
ARG,URY,11730.54,2010
ARG,URY,14887.63,2011
ARG,URY,12745.897,2012
ARG,URY,12742.793,2013
ARG,URY,12867.751,2014
ARG,URY,4405.309,2015
ARG,URY,12502.073,2016
ARG,URY,1826.715,2017
ARG,URY,6762.114,2018
ARG,URY,933.423,2019
ARG,URY,746.753,2020
ARG,URY,20719.735,2021
ARG,USA,378.022,1996
ARG,USA,6133.805,1997
ARG,USA,12056.384,1998
ARG,USA,6890.046,1999
ARG,USA,3701.055,2000
ARG,USA,4726.075,2001
ARG,USA,4647.347,2002
ARG,USA,4183.855,2003
ARG,USA,5083.22,2004
ARG,USA,6458.614,2005
ARG,USA,7292.836,2006
ARG,USA,6261.992,2007
ARG,USA,7046.155,2008
ARG,USA,4957.058,2009
ARG,USA,6540.183,2010
ARG,USA,11941.063,2011
ARG,USA,12218.107,2012
ARG,USA,11498.119,2013
ARG,USA,18914.875,2014
ARG,USA,29920.889,2015
ARG,USA,38398.346,2016
ARG,USA,55423.532,2017
ARG,USA,34274.053,2018
ARG,USA,64666.316,2019
ARG,USA,41985.313,2020
ARG,USA,65595.194,2021
ARG,VEN,18442.808,1996
ARG,VEN,10794.895,1998
ARG,VEN,3460.063,1999
ARG,VEN,4040.985,2001
ARG,VEN,6300,2008
ARG,VEN,36369.656,2010
ARG,VEN,31019.362,2011
ARG,VEN,20883.192,2012
ARG,VEN,60582.248,2013
ARG,VEN,50468.997,2014
ARG,VEN,41113.52,2015
ARG,VEN,27936,2016
ARG,VNM,985.6,1998
ARG,VNM,1117.105,2001
ARG,VNM,1099,2002
ARG,VNM,1418.242,2007
ARG,VNM,1832.667,2008
ARG,VNM,1722.257,2009
ARG,VNM,8407.249,2010
ARG,VNM,36444.596,2011
ARG,VNM,22395.661,2012
ARG,VNM,36372.407,2013
ARG,VNM,74790.801,2014
ARG,VNM,16885.867,2015
ARG,VNM,3068.385,2016
ARG,VNM,39930.301,2019
ARG,VNM,25046.446,2020
ARG,ZAF,3932.389,1996
ARG,ZAF,8.199,1997
ARG,ZAF,1072.879,1998
ARG,ZAF,2509.854,1999
ARG,ZAF,7224.575,2000
ARG,ZAF,1591.6,2001
ARG,ZAF,4500.903,2002
ARG,ZAF,2261.732,2005
ARG,ZAF,2369.979,2006
ARG,ZAF,28088.618,2007
ARG,ZAF,2696.085,2008
ARG,ZAF,2.108,2009
ARG,ZAF,0.653,2010
ARG,ZAF,7.208,2011
ARG,ZAF,123.421,2012
ARG,ZAF,11.813,2013
ARG,ZAF,76.1,2014
ARG,ZAF,407.53,2015
ARG,ZAF,390.191,2016
ARG,ZAF,16.497,2017
ARG,ZAF,14.973,2018
ARG,ZAF,4.507,2019
ARG,ZWE,808,2000
AUS,ARE,13.416,1999
AUS,ARE,6.666,2001
AUS,ARE,29.834,2009
AUS,ARM,22.047,1999
AUS,BHR,0.296,2010
AUS,CAN,66.131,2007
AUS,CAN,61.502,2010
AUS,CHE,14.542,1997
AUS,CHL,1.378,1999
AUS,CHL,1.543,2001
AUS,CHN,9.856,1999
AUS,CHN,24.219,2010
AUS,CHN,17.775,2017
AUS,CXR,0.567,2014
AUS,FJI,1.075,2003
AUS,FJI,1.691,2004
AUS,FJI,1.095,2008
AUS,FJI,46.822,2009
AUS,FJI,37.056,2010
AUS,FJI,115.326,2011
AUS,FJI,34.513,2013
AUS,FJI,99.162,2014
AUS,FJI,0.147,2015
AUS,FJI,103.076,2016
AUS,FJI,19.108,2017
AUS,FJI,31.512,2018
AUS,FRA,8.664,1999
AUS,GBR,13.552,1999
AUS,HKG,1.9,1999
AUS,HKG,10.37,2000
AUS,HKG,1.965,2002
AUS,HKG,1.524,2007
AUS,IDN,42.902,1998
AUS,IDN,28.139,1999
AUS,IDN,10.091,2001
AUS,IDN,5.497,2005
AUS,IDN,58.063,2007
AUS,IND,12.082,2000
AUS,IND,75.132,2007
AUS,IND,96.36,2020
AUS,ISR,46.473,2004
AUS,ITA,1.5,1999
AUS,JPN,789.605,1996
AUS,JPN,2124.528,1997
AUS,JPN,1128.092,1998
AUS,JPN,537,1999
AUS,JPN,767.969,2000
AUS,JPN,615.397,2001
AUS,JPN,1018.487,2002
AUS,JPN,96.647,2003
AUS,JPN,1891.249,2004
AUS,JPN,1260.646,2005
AUS,JPN,366.766,2006
AUS,JPN,182.465,2007
AUS,JPN,298.37,2008
AUS,JPN,191.303,2009
AUS,JPN,80.761,2010
AUS,JPN,0.819,2013
AUS,JPN,32.85,2015
AUS,KOR,6.645,1996
AUS,KOR,36.423,2003
AUS,KOR,7.945,2004
AUS,KOR,69.246,2005
AUS,KOR,24.875,2006
AUS,KOR,145.568,2007
AUS,KOR,215.247,2008
AUS,KOR,1452.442,2009
AUS,KOR,544.812,2010
AUS,KOR,260.333,2011
AUS,KOR,1443.694,2012
AUS,KOR,4190.53,2013
AUS,KOR,1380.977,2014
AUS,KOR,1639.039,2015
AUS,KOR,1328.952,2016
AUS,KOR,722.786,2017
AUS,KOR,873.371,2018
AUS,KOR,186.532,2019
AUS,KOR,325.27,2020
AUS,KOR,1091.183,2021
AUS,KOR,3670.088,2022
AUS,KWT,0.833,2000
AUS,LKA,8.71,1998
AUS,LKA,80.3,1999
AUS,LKA,611.289,2000
AUS,LKA,461.29,2001
AUS,LKA,168.177,2004
AUS,MYS,29.54,1998
AUS,MYS,1.839,1999
AUS,MYS,51.157,2000
AUS,MYS,158.087,2001
AUS,MYS,48.2,2002
AUS,MYS,22.794,2003
AUS,MYS,346.938,2004
AUS,MYS,171.966,2005
AUS,MYS,1.226,2006
AUS,MYS,2.909,2007
AUS,MYS,3.434,2008
AUS,MYS,761.168,2009
AUS,MYS,3.785,2010
AUS,MYS,5.384,2011
AUS,MYS,7.705,2012
AUS,MYS,985.609,2013
AUS,MYS,73.199,2014
AUS,MYS,8.995,2015
AUS,MYS,9.733,2016
AUS,MYS,16.288,2017
AUS,MYS,6.801,2018
AUS,MYS,12.032,2019
AUS,MYS,2405.532,2021
AUS,MYS,3873.608,2022
AUS,NCL,3.026,1997
AUS,NCL,5.223,1998
AUS,NCL,6.969,1999
AUS,NCL,1.446,2000
AUS,NCL,1.344,2001
AUS,NCL,155.586,2002
AUS,NCL,235.741,2003
AUS,NCL,11.171,2004
AUS,NCL,2.601,2005
AUS,NCL,1.845,2006
AUS,NCL,6.942,2007
AUS,NCL,9.343,2008
AUS,NCL,10.05,2009
AUS,NCL,4.028,2010
AUS,NCL,8.884,2011
AUS,NCL,11.713,2012
AUS,NCL,3.382,2014
AUS,NCL,1.981,2019
AUS,NCL,0.124,2020
AUS,NCL,644.745,2021
AUS,NCL,1026.538,2022
AUS,NFK,0.335,2000
AUS,NLD,32.979,1998
AUS,NLD,31.724,2000
AUS,NLD,6.743,2004
AUS,NPL,51.886,2006
AUS,NZL,130.396,1996
AUS,NZL,203.953,1997
AUS,NZL,179.852,1998
AUS,NZL,107.701,1999
AUS,NZL,95.6,2000
AUS,NZL,212.188,2001
AUS,NZL,679.883,2002
AUS,NZL,152.776,2003
AUS,NZL,168.87,2004
AUS,NZL,124.182,2005
AUS,NZL,150.794,2006
AUS,NZL,247.774,2007
AUS,NZL,205.561,2008
AUS,NZL,166.341,2009
AUS,NZL,105.878,2010
AUS,NZL,0.09,2011
AUS,NZL,10.069,2012
AUS,NZL,107.871,2013
AUS,NZL,76.288,2014
AUS,NZL,55.761,2015
AUS,NZL,100.098,2016
AUS,NZL,41.78,2017
AUS,NZL,19.461,2019
AUS,NZL,15.043,2020
AUS,NZL,227.391,2022
AUS,OAS,1.483,1997
AUS,OAS,50.707,1998
AUS,OAS,193.688,2000
AUS,OAS,276.406,2001
AUS,OAS,612.042,2002
AUS,OAS,669.431,2003
AUS,OAS,604.668,2004
AUS,OAS,950.891,2005
AUS,OAS,988.17,2006
AUS,OAS,932.736,2007
AUS,OAS,601.354,2008
AUS,OAS,983.393,2009
AUS,OAS,737.729,2010
AUS,OAS,949.362,2011
AUS,OAS,741.911,2012
AUS,OAS,1157.026,2013
AUS,OAS,1853.931,2014
AUS,OAS,845.631,2015
AUS,OAS,1495.905,2016
AUS,OAS,1789.631,2017
AUS,OAS,1299.182,2018
AUS,OAS,797.544,2019
AUS,OAS,480.423,2020
AUS,OAS,2288.743,2021
AUS,OAS,2630.589,2022
AUS,OMN,9.674,2001
AUS,PHL,17.791,1997
AUS,PHL,301.447,2000
AUS,PHL,340.324,2001
AUS,PHL,52.405,2002
AUS,PHL,183.385,2004
AUS,PNG,9.492,1996
AUS,PNG,45.799,2000
AUS,PNG,155.129,2002
AUS,PNG,166.385,2003
AUS,PNG,482.873,2004
AUS,PNG,134.866,2005
AUS,PNG,705.798,2009
AUS,PNG,372.468,2010
AUS,PNG,281.476,2011
AUS,PNG,151.92,2012
AUS,PNG,213.23,2013
AUS,PNG,194.831,2014
AUS,PNG,51.724,2015
AUS,PNG,32.864,2017
AUS,PNG,82.933,2018
AUS,PNG,108.254,2019
AUS,PNG,25.756,2020
AUS,PNG,72.601,2021
AUS,PNG,254.265,2022
AUS,PYF,0.159,2010
AUS,PYF,0.312,2011
AUS,ROM,5.792,2007
AUS,ROM,20.199,2008
AUS,SAU,17.313,2000
AUS,SAU,6.555,2001
AUS,SAU,28.667,2002
AUS,SAU,363.361,2016
AUS,SDN,5.037,2007
AUS,SGP,37.604,2000
AUS,SGP,12.338,2001
AUS,SGP,0.117,2002
AUS,SGP,1.108,2005
AUS,SGP,0.908,2006
AUS,SGP,3.689,2009
AUS,SGP,18.399,2010
AUS,SGP,0.017,2012
AUS,SGP,0.07,2015
AUS,SGP,0.172,2019
AUS,SLB,0.509,2000
AUS,THA,11.211,1996
AUS,THA,657.492,2000
AUS,THA,193.488,2001
AUS,THA,0.011,2002
AUS,UNS,0.408,1997
AUS,UNS,0.354,1999
AUS,USA,4.17,2003
AUS,USA,0.487,2008
AUS,USA,3.163,2016
AUS,USA,3.756,2021
