Source,Target,1201 in 1000 USD ,Year
THA,SGP,30.606,2012
THA,SGP,17.308,2013
THA,SGP,25.154,2014
THA,SGP,53.303,2015
THA,SGP,87.95,2016
THA,SGP,43.281,2017
THA,SGP,29.652,2018
THA,SGP,38.128,2019
THA,SGP,25.607,2020
THA,SGP,34.859,2021
THA,SVK,0.176,2007
THA,SWE,0.462,2001
THA,SWE,2.028,2002
THA,SWE,1.06,2004
THA,SWE,3.545,2005
THA,SWE,1.794,2006
THA,SWE,6.505,2011
THA,SWE,0.176,2015
THA,SWE,0.199,2016
THA,SWE,0.05,2017
THA,SWZ,1.319,2000
THA,SWZ,0.312,2005
THA,UNS,0.744,1999
THA,UNS,0.076,2006
THA,USA,9.188,1999
THA,USA,34.336,2000
THA,USA,1.334,2001
THA,USA,6.331,2002
THA,USA,1.652,2003
THA,USA,39.415,2004
THA,USA,94.054,2005
THA,USA,38.184,2006
THA,USA,43.547,2007
THA,USA,45.37,2008
THA,USA,173.274,2009
THA,USA,232.037,2010
THA,USA,254.693,2011
THA,USA,138.447,2012
THA,USA,85.698,2013
THA,USA,146.073,2014
THA,USA,14.8,2015
THA,USA,1.02,2016
THA,USA,3.64,2017
THA,USA,20.355,2018
THA,USA,5.155,2019
THA,USA,2.094,2020
THA,USA,10.107,2021
THA,VGB,0.032,2011
THA,VNM,0.01,2001
THA,VNM,21.935,2003
THA,VNM,61.767,2004
THA,VNM,73.729,2005
THA,VNM,94.243,2006
THA,VNM,149.737,2007
THA,VNM,268.219,2008
THA,VNM,102.547,2009
THA,VNM,724.605,2010
THA,VNM,344.78,2011
THA,VNM,394.758,2012
THA,VNM,428.67,2013
THA,VNM,360.882,2014
THA,VNM,426.838,2015
THA,VNM,422.205,2016
THA,VNM,364.547,2017
THA,VNM,257.589,2018
THA,VNM,38.156,2019
THA,VNM,0.009,2021
THA,VUT,0.014,2019
THA,VUT,0.408,2021
THA,WSM,0.066,2006
THA,ZAF,0.828,2002
TTO,AIA,0.24,2005
TTO,AIA,0.599,2006
TTO,BRB,527.891,2005
TTO,DEU,0.159,2017
TTO,DMA,0.35,2018
TTO,GRD,0.044,2003
TTO,GRD,0.619,2004
TTO,GRD,0.149,2005
TTO,GRD,0.399,2018
TTO,GUY,0.282,2005
TTO,GUY,0.274,2006
TTO,GUY,0.024,2010
TTO,GUY,0.193,2011
TTO,GUY,0.399,2016
TTO,KNA,0.872,2011
TTO,LCA,0.019,2002
TTO,LCA,0.29,2004
TTO,LCA,0.3,2005
TTO,LCA,0.193,2006
TTO,LCA,0.03,2008
TTO,NLD,1.113,2011
TTO,SUR,51.362,2007
TTO,SUR,44.665,2013
TTO,USA,2.041,2012
TTO,USA,0.193,2014
TTO,USA,2.105,2015
TTO,USA,1.22,2018
TTO,VCT,0.326,2002
TTO,VCT,0.011,2008
TTO,VEN,0.224,2016
TUN,FRA,0.153,2005
TUN,FRA,0.529,2021
TUN,LBY,31.849,2010
TUN,LBY,664.461,2015
TUR,ALB,24.113,1996
TUR,AUT,4.69,2000
TUR,AZE,0.722,1996
TUR,AZE,20.009,1998
TUR,AZE,1.14,2000
TUR,AZE,39.508,2002
TUR,AZE,0.247,2004
TUR,AZE,0.319,2005
TUR,AZE,0.15,2006
TUR,AZE,25.56,2007
TUR,AZE,53.709,2008
TUR,AZE,72.25,2009
TUR,AZE,4.389,2011
TUR,AZE,4.521,2012
TUR,AZE,30.732,2013
TUR,AZE,0.98,2014
TUR,AZE,61,2015
TUR,AZE,40.393,2016
TUR,AZE,1151.402,2017
TUR,AZE,138.203,2018
TUR,AZE,169.446,2019
TUR,AZE,175.8,2020
TUR,AZE,6725.148,2021
TUR,AZE,280.715,2022
TUR,BGD,0.022,2020
TUR,BGD,0.053,2021
TUR,BGR,44.03,2008
TUR,BGR,63.25,2015
TUR,BGR,0.009,2021
TUR,BGR,0.01,2022
TUR,BHS,2.334,2000
TUR,BHS,0.062,2020
TUR,BHS,0.089,2021
TUR,BHS,0.289,2022
TUR,BIH,0.113,2000
TUR,BIH,0.694,2006
TUR,BIH,0.327,2007
TUR,CAN,179.8,2012
TUR,CAN,2858.429,2013
TUR,CAN,3877.333,2014
TUR,CAN,5916.107,2015
TUR,CAN,2736.587,2016
TUR,CAN,2529.548,2018
TUR,CAN,24.065,2019
TUR,CAN,1006.352,2020
TUR,CAN,4094.705,2021
TUR,CAN,1422.31,2022
TUR,CHE,0.176,2000
TUR,CHE,0.008,2021
TUR,CHE,0.034,2022
TUR,CHN,1.018,2022
TUR,COM,0.112,2022
TUR,CYM,0.112,2021
TUR,CYM,0.06,2022
TUR,CYP,1.592,1999
TUR,CYP,7.081,2000
TUR,CYP,7.952,2006
TUR,CYP,0.399,2008
TUR,CYP,1420,2012
TUR,CYP,3583.453,2013
TUR,CYP,3116.127,2014
TUR,CYP,2228.875,2015
TUR,CYP,680,2016
TUR,CYP,1379.75,2017
TUR,CYP,1056.25,2018
TUR,CYP,1231.758,2019
TUR,CYP,1275.698,2020
TUR,CYP,1463.922,2021
TUR,CYP,1552.219,2022
TUR,CZE,0.047,2021
TUR,DEU,1.012,1997
TUR,DEU,0.878,2004
TUR,DEU,0.26,2019
TUR,DEU,0.01,2020
TUR,DEU,0.925,2021
TUR,DEU,0.021,2022
TUR,DNK,0.034,2020
TUR,DZA,0.005,2022
TUR,EGY,0.005,2022
TUR,ESP,48.688,1997
TUR,ESP,83.714,1998
TUR,ESP,43.998,1999
TUR,ESP,347.948,2014
TUR,ESP,719,2015
TUR,ESP,3195.072,2021
TUR,ESP,0.007,2022
TUR,ETH,0.125,2009
TUR,FRA,0.207,2021
TUR,FRA,0.078,2022
TUR,FRE,24,1999
TUR,GAB,0.328,2020
TUR,GBR,0.068,2020
TUR,GBR,0.128,2021
TUR,GEO,0.725,1998
TUR,GEO,1.303,2011
TUR,GEO,3824.561,2013
TUR,GEO,21.477,2015
TUR,GEO,1.637,2019
TUR,GEO,740,2020
TUR,GEO,8356.035,2022
TUR,GRC,40.235,1996
TUR,GRC,0.182,2013
TUR,GRC,0.413,2014
TUR,GRC,4411.271,2018
TUR,GRC,3958.657,2019
TUR,HKG,0.085,2020
TUR,HKG,0.179,2021
TUR,HKG,0.207,2022
TUR,IND,0.107,2017
TUR,IND,0.002,2021
TUR,IND,0.029,2022
TUR,IRL,0.002,2022
TUR,IRN,13.887,2014
TUR,IRN,0.154,2017
TUR,IRN,1.088,2020
TUR,IRN,24.855,2021
TUR,IRQ,1.43,2005
TUR,IRQ,11.37,2009
TUR,IRQ,30.636,2012
TUR,IRQ,245.026,2013
TUR,IRQ,754.454,2014
TUR,IRQ,410.637,2015
TUR,IRQ,776.775,2016
TUR,IRQ,107.228,2017
TUR,IRQ,122.708,2018
TUR,IRQ,0.006,2020
TUR,IRQ,67.955,2022
TUR,ITA,125.905,2004
TUR,ITA,8768.07,2016
TUR,ITA,4988.451,2017
TUR,ITA,0.034,2020
TUR,ITA,0.058,2022
TUR,KAZ,1.36,2016
TUR,KAZ,2,2017
TUR,KGZ,0.626,2005
TUR,KGZ,1.125,2018
TUR,KWT,0.478,2004
TUR,KWT,0.094,2021
TUR,LBN,0.47,2018
TUR,LBN,15.41,2022
TUR,LBR,0.557,2020
TUR,LBR,0.701,2021
TUR,LBR,1.048,2022
TUR,LBY,0.783,1996
TUR,LBY,0.409,2020
TUR,LBY,0.058,2022
TUR,MAR,3.07,2019
TUR,MAR,0.005,2022
TUR,MHL,0.237,2020
TUR,MHL,0.735,2021
TUR,MHL,0.718,2022
TUR,MKD,1,2007
TUR,MLT,0.306,2020
TUR,MLT,0.731,2021
TUR,MLT,0.61,2022
TUR,MOZ,0.3,2019
TUR,MYS,0.057,2022
TUR,NLD,1474.213,2013
TUR,NLD,2381.396,2015
TUR,NLD,0.022,2020
TUR,NLD,77.664,2021
TUR,NLD,0.006,2022
TUR,NOR,0.155,2021
TUR,NOR,0.119,2022
TUR,PAN,0.305,2020
TUR,PAN,0.709,2021
TUR,PAN,0.429,2022
TUR,POL,0.037,2022
TUR,PRT,0.111,2021
TUR,PRT,0.165,2022
TUR,QAT,0.405,2020
TUR,QAT,0.058,2021
TUR,ROM,559.15,2004
TUR,ROM,0.154,2015
TUR,RUS,52.177,1996
TUR,SAU,29.902,2019
TUR,SAU,0.034,2020
TUR,SGP,0.215,2020
TUR,SGP,0.157,2021
TUR,SGP,0.17,2022
TUR,SUD,1.038,2015
TUR,SVN,8246.857,2012
TUR,SVN,2917.648,2013
TUR,SVN,1118.258,2014
TUR,SVN,740.958,2015
TUR,SWE,0.024,2021
TUR,SWE,0.249,2022
TUR,SYR,119.75,2014
TUR,SYR,353.354,2015
TUR,SYR,428.95,2016
TUR,SYR,1490.412,2017
TUR,SYR,1136.301,2018
TUR,SYR,1689.534,2019
TUR,SYR,621.375,2020
TUR,SYR,2255.687,2021
TUR,SYR,496.131,2022
TUR,TJK,0.5,2015
TUR,TJK,2.934,2016
TUR,TJK,0.54,2018
TUR,TKM,3.699,1999
TUR,TKM,3.45,2016
TUR,TKM,60,2017
TUR,TKM,139.728,2018
TUR,TKM,165.715,2019
TUR,TKM,52.484,2020
TUR,TKM,640.442,2022
TUR,TZA,0.034,2020
TUR,UKR,2013.8,2020
TUR,UNS,0.169,1996
TUR,UNS,0.847,1997
TUR,UNS,0.489,1998
TUR,UNS,51.317,2014
TUR,UNS,0.561,2021
TUR,USA,842.868,2012
TUR,USA,8165.659,2013
TUR,USA,15358.298,2014
TUR,USA,92676.732,2015
TUR,USA,135857.01,2016
TUR,USA,69705.67,2017
TUR,USA,23950.722,2018
TUR,USA,38510.992,2019
TUR,USA,31158.107,2020
TUR,USA,43833.912,2021
TUR,USA,73524.558,2022
TUR,UZB,0.208,2005
TUR,UZB,542.57,2022
TUR,VGB,37.035,2000
TZA,AGO,0.604,2013
TZA,AGO,4.8,2021
TZA,ARE,1.482,2000
TZA,ARE,0.442,2001
TZA,ARE,0.039,2003
TZA,ARE,9.929,2004
TZA,ARE,14.789,2007
TZA,ARE,3.552,2008
TZA,ARE,3.875,2011
TZA,ARE,4.414,2016
TZA,ARE,91.377,2021
TZA,BDI,60.813,2003
TZA,BDI,537.024,2010
TZA,BDI,1174.171,2013
TZA,BDI,40.944,2020
TZA,BDI,13.054,2021
TZA,BEL,1.967,1999
TZA,BEL,64.194,2001
TZA,BEL,0.658,2016
TZA,BEL,317.797,2018
TZA,BEL,54.05,2021
TZA,BRA,6.182,2000
TZA,BWA,0.772,2001
TZA,BWA,6.671,2005
TZA,BWA,0.135,2021
TZA,CAN,569.725,2021
TZA,CHE,45.012,2000
TZA,CHN,541.125,2021
TZA,CMR,1.071,2005
TZA,COM,0.672,2003
TZA,DEU,30.509,2001
TZA,EGY,0.501,2008
TZA,ESH,0.085,2008
TZA,ESP,18.947,2017
TZA,ESP,317.071,2018
TZA,GBR,2.843,2000
TZA,GBR,3.976,2001
TZA,GBR,1.409,2005
TZA,GBR,0.04,2016
TZA,GBR,46.012,2019
TZA,GBR,0.01,2020
TZA,GBR,0.12,2021
TZA,HKG,5.884,2011
TZA,HUN,19.434,2013
TZA,IDN,178.097,2010
TZA,IND,12.519,2005
TZA,IND,24.822,2012
TZA,IND,24.908,2014
TZA,IND,403.063,2018
TZA,IND,65463.683,2021
TZA,ITA,2.081,2001
TZA,ITA,650.283,2013
TZA,ITA,82.067,2014
TZA,ITA,358.486,2016
TZA,ITA,984.47,2017
TZA,ITA,5324.334,2018
TZA,ITA,2595.664,2019
TZA,ITA,1369.736,2020
TZA,ITA,1424.426,2021
TZA,JPN,117.171,2002
TZA,JPN,169.439,2005
TZA,JPN,16.64,2021
TZA,KEN,1.552,2001
TZA,KEN,178.316,2005
TZA,KEN,1.861,2008
TZA,KEN,10.873,2009
TZA,KEN,2.532,2011
TZA,KEN,2.564,2012
TZA,KEN,314.638,2013
TZA,KEN,390.326,2018
TZA,KEN,120.72,2019
TZA,KOR,35.747,2001
TZA,MAR,0.063,2013
TZA,MOZ,0.91,2005
TZA,MUS,15.4,2019
TZA,NLD,167.295,2000
TZA,NLD,2.283,2001
TZA,NLD,15.354,2002
TZA,NLD,128.73,2007
TZA,NLD,18.286,2008
TZA,NLD,14.117,2016
TZA,NLD,164.801,2017
TZA,NLD,757.039,2018
TZA,OAS,0.007,2019
TZA,OMN,2.397,2001
TZA,OMN,0.452,2002
TZA,OMN,0.618,2003
TZA,OMN,2.025,2004
TZA,OMN,25.992,2005
TZA,OMN,3.271,2006
TZA,OMN,19.595,2007
TZA,OMN,0.273,2008
TZA,OMN,8.59,2012
TZA,OMN,1.963,2013
TZA,OMN,17.295,2016
TZA,OMN,0.03,2017
TZA,OMN,1.176,2020
TZA,PAK,27.602,2021
TZA,QAT,14.398,2019
TZA,RWA,1.958,2001
TZA,RWA,0.439,2002
TZA,RWA,0.409,2003
TZA,RWA,3.854,2004
TZA,RWA,39.317,2005
TZA,RWA,7.663,2011
TZA,RWA,0.755,2013
TZA,RWA,77.841,2017
TZA,RWA,640.168,2020
TZA,RWA,6678.716,2021
TZA,SAU,5.008,2004
TZA,SHN,231.878,2000
TZA,TUR,162.617,2017
TZA,TUR,403.577,2018
TZA,UGA,3.548,1999
TZA,UGA,1.449,2000
TZA,UGA,11.412,2001
TZA,UGA,0.045,2004
TZA,UGA,0.452,2008
TZA,UGA,139.458,2010
TZA,UGA,224.712,2011
TZA,UGA,4.734,2012
TZA,UGA,6.041,2013
TZA,UGA,50.822,2014
TZA,UGA,1208.689,2019
TZA,UGA,72.033,2021
TZA,UNS,0.077,1997
TZA,UNS,0.108,1998
TZA,UNS,0.341,1999
TZA,USA,54.342,2000
TZA,USA,382.062,2018
TZA,USA,379.799,2021
TZA,YEM,0.015,2007
TZA,ZAF,12.861,1998
TZA,ZAF,3.487,2001
TZA,ZAF,2.154,2003
TZA,ZAF,191.694,2009
TZA,ZAF,0.653,2011
TZA,ZAF,32.513,2013
TZA,ZAF,34.813,2014
TZA,ZAF,200.27,2017
TZA,ZAF,869.498,2018
TZA,ZAF,712.826,2019
TZA,ZAF,121.133,2020
TZA,ZAF,136.894,2021
TZA,ZAR,2.397,2001
TZA,ZAR,52.611,2002
TZA,ZAR,7.507,2004
TZA,ZAR,10.173,2005
TZA,ZAR,0.771,2007
TZA,ZAR,41.334,2011
TZA,ZAR,0.974,2012
TZA,ZMB,0.571,2001
TZA,ZMB,197.75,2003
TZA,ZMB,192.929,2018
TZA,ZWE,0.001,2019
UGA,AND,4.5,2006
UGA,ARE,186.477,2014
UGA,ARE,1.017,2015
UGA,ARE,1.411,2020
UGA,AUS,3.179,2008
UGA,BDI,1.081,2007
UGA,BDI,18.382,2008
UGA,BDI,4.002,2012
UGA,BDI,0.4,2013
UGA,BDI,7.917,2017
UGA,BDI,38.715,2018
UGA,BDI,126.632,2019
UGA,BEL,80.544,2019
UGA,BEL,1025.274,2020
UGA,BHR,2.709,2018
UGA,CAN,29.951,2015
UGA,CAN,0.136,2018
UGA,CAN,36.105,2019
UGA,CHE,33.232,2018
UGA,CHE,65.346,2019
UGA,CHN,75.629,2012
UGA,CHN,160.006,2016
UGA,COG,25.199,1999
UGA,COG,27.405,2007
UGA,DEU,1.85,1996
UGA,DEU,127.26,2019
UGA,DNK,9.402,2015
UGA,DZA,11.212,2015
UGA,ERI,62.818,2012
UGA,ESP,5044.887,2018
UGA,ESP,2618.419,2020
UGA,FRA,1327.045,2018
UGA,FRA,653.546,2019
UGA,FRA,2861.836,2020
UGA,GBR,720.769,1996
UGA,GBR,0.483,2004
UGA,GBR,1.493,2005
UGA,GBR,0.001,2013
UGA,IND,88.586,2012
UGA,IND,271.181,2015
UGA,IND,15.451,2018
UGA,IND,2558.268,2020
UGA,IRN,37.2,2013
UGA,IRN,0.558,2014
UGA,ITA,63.7,2017
UGA,ITA,1006.139,2018
UGA,KEN,1729.15,1996
UGA,KEN,132.033,1997
UGA,KEN,16.604,1998
UGA,KEN,2.587,2000
UGA,KEN,87.323,2001
UGA,KEN,58.8,2002
UGA,KEN,86.852,2003
UGA,KEN,117.375,2004
UGA,KEN,123.408,2005
UGA,KEN,604.176,2006
UGA,KEN,1298.067,2007
UGA,KEN,1477.03,2008
UGA,KEN,1046.074,2009
UGA,KEN,288.146,2010
UGA,KEN,857.73,2011
UGA,KEN,422.756,2012
UGA,KEN,257.208,2013
UGA,KEN,206.229,2014
UGA,KEN,1163.085,2015
UGA,KEN,568.188,2016
UGA,KEN,2799.228,2017
UGA,KEN,280.934,2018
UGA,KEN,2450.499,2019
UGA,KEN,4050.623,2020
UGA,LBN,9.6,2014
UGA,MOZ,0.15,2003
UGA,MWI,0.2,2003
UGA,NLD,43.08,1996
UGA,NLD,48.801,2016
UGA,NLD,324.031,2019
UGA,NLD,533.708,2020
UGA,OMN,22.355,2008
UGA,ROM,342.616,2018
UGA,RWA,31.5,1996
UGA,RWA,78.619,1997
UGA,RWA,10.8,1998
UGA,RWA,4.216,2007
UGA,RWA,0.499,2013
UGA,RWA,242.296,2014
UGA,RWA,537.308,2015
UGA,RWA,1587.698,2016
UGA,RWA,1045.853,2017
UGA,RWA,676.775,2018
UGA,RWA,300.411,2019
UGA,SDN,7.397,1998
UGA,SDN,10.11,2000
UGA,SDN,15.448,2002
UGA,SDN,2.839,2008
UGA,SDN,0.034,2011
UGA,SGP,17.029,2011
UGA,SOM,1.373,2009
UGA,SSD,16.091,2014
UGA,SSD,0.069,2015
UGA,SSD,4.942,2017
UGA,SSD,13.316,2018
UGA,SSD,0.245,2019
UGA,SSD,33.173,2020
UGA,SUD,0.972,2012
UGA,SUD,48.804,2016
UGA,TZA,1.36,2005
UGA,TZA,0.536,2006
UGA,TZA,47.356,2013
UGA,TZA,9.938,2015
UGA,TZA,1351.107,2016
UGA,TZA,529.369,2020
UGA,UNS,0.038,1996
UGA,UNS,0.246,1997
UGA,UNS,0.043,1999
UGA,USA,242.646,2014
UGA,USA,750.734,2015
UGA,USA,2550.971,2016
UGA,USA,580.351,2017
UGA,USA,363.39,2018
UGA,USA,32.174,2019
UGA,VNM,407.019,2012
UGA,VNM,541.924,2013
UGA,VNM,11.49,2018
UGA,ZAR,199.802,1996
UGA,ZAR,25.024,1997
UGA,ZAR,1.273,2009
UGA,ZAR,0.722,2012
UGA,ZAR,1.203,2013
UGA,ZAR,9.007,2019
UGA,ZMB,131.347,1996
UKR,AFG,73.728,2015
UKR,AGO,66.683,2017
UKR,ARE,355.419,2010
UKR,ARE,13.293,2015
UKR,ARE,6099.137,2017
UKR,ARE,2828.144,2020
UKR,ARE,1195.521,2021
UKR,ARE,4665.053,2022
UKR,ARM,0.06,2003
UKR,ARM,31.5,2005
UKR,ARM,51.169,2009
UKR,ARM,658.75,2022
UKR,AUT,566.91,2004
UKR,AUT,265.103,2009
UKR,AUT,474.989,2010
UKR,AUT,613.684,2011
UKR,AUT,1648.455,2012
UKR,AUT,2499.965,2013
UKR,AUT,2931.934,2014
UKR,AUT,1065.22,2015
UKR,AUT,580.247,2016
UKR,AUT,2083.388,2017
UKR,AUT,823.158,2018
UKR,AUT,4011.591,2019
UKR,AUT,5448.328,2020
UKR,AUT,6399.463,2021
UKR,AUT,14188.756,2022
UKR,AZE,619.18,2008
UKR,AZE,1880.833,2009
UKR,AZE,4516.603,2010
UKR,AZE,4305.511,2011
UKR,AZE,1024.272,2012
UKR,AZE,2627.733,2013
UKR,AZE,3070.86,2014
UKR,AZE,4320.545,2015
UKR,AZE,880.361,2016
UKR,AZE,32.778,2017
UKR,AZE,4484.362,2018
UKR,AZE,867.299,2019
UKR,AZE,20,2020
UKR,AZE,7818.688,2021
UKR,AZE,3439.176,2022
UKR,BEL,674.52,2003
UKR,BEL,123.598,2012
UKR,BEL,359.555,2014
UKR,BEL,6276.306,2017
UKR,BEL,2484.694,2021
UKR,BGR,15.04,2008
UKR,BGR,4.424,2009
UKR,BGR,2420.658,2013
UKR,BGR,9.462,2014
UKR,BGR,5.513,2015
UKR,BGR,153.814,2021
UKR,BGR,537.848,2022
UKR,BLR,28.32,2002
UKR,BLR,14.64,2003
UKR,BLR,34.623,2005
UKR,BLR,91.225,2006
UKR,BLR,44.245,2007
UKR,BLR,18.47,2008
UKR,BLR,327.191,2009
UKR,BLR,3693.333,2010
UKR,BLR,3900.894,2011
UKR,BLR,1950.56,2012
UKR,BLR,1647.127,2013
UKR,BLR,1657.641,2014
UKR,BLR,3838.242,2015
UKR,BLR,33786.044,2016
UKR,BLR,57740.583,2017
UKR,BLR,127917.683,2018
UKR,BLR,137672.771,2019
UKR,BLR,143809.86,2020
UKR,BLR,121294.048,2021
UKR,BLR,14671.724,2022
UKR,CAN,12.35,2002
UKR,CAN,2.91,2004
UKR,CAN,26.22,2020
UKR,CAN,3083.188,2021
UKR,CAN,854.653,2022
UKR,CHE,218.89,2003
UKR,CHE,520.84,2004
UKR,CHE,386.449,2013
UKR,CHE,668.562,2014
UKR,CHE,329.835,2016
UKR,CHE,751.608,2017
UKR,CHE,5923.496,2018
UKR,CHE,1286.139,2019
UKR,CHE,978.738,2020
UKR,CHE,3020.106,2021
UKR,CHE,3004.741,2022
UKR,CHN,11.25,2010
UKR,CHN,58.088,2013
UKR,CHN,508.539,2015
UKR,CHN,3629.783,2016
UKR,CHN,5880.521,2017
UKR,CHN,131.04,2018
UKR,CHN,11851.623,2019
UKR,CHN,23881.92,2020
UKR,CHN,22144.1,2021
UKR,CHN,15972.089,2022
UKR,CYP,562.8,2019
UKR,CYP,29.051,2020
UKR,CZE,148.886,2006
UKR,CZE,32.806,2007
UKR,CZE,4.156,2009
UKR,CZE,28.125,2010
UKR,CZE,43.789,2011
UKR,CZE,117.195,2012
UKR,CZE,1517.117,2013
UKR,CZE,190.807,2014
UKR,CZE,156.597,2015
UKR,CZE,19.133,2017
UKR,CZE,789.98,2018
UKR,CZE,2080.348,2019
UKR,CZE,0.013,2020
UKR,CZE,332.052,2021
UKR,CZE,319.829,2022
UKR,DEU,0.03,2003
UKR,DEU,90.62,2008
UKR,DEU,594.933,2009
UKR,DEU,57.447,2010
UKR,DEU,23743.858,2011
UKR,DEU,20277.133,2013
UKR,DEU,18978.599,2014
UKR,DEU,1585.934,2015
UKR,DEU,5563.476,2016
UKR,DEU,16069.775,2017
UKR,DEU,23547.642,2018
UKR,DEU,44156.427,2019
UKR,DEU,20603.686,2020
UKR,DEU,33393.965,2021
UKR,DEU,78880.992,2022
UKR,DNK,10458.79,2016
UKR,DNK,22972.697,2017
UKR,DNK,14.721,2022
UKR,DZA,9284.969,2018
UKR,DZA,9630.591,2019
UKR,DZA,6.142,2020
UKR,DZA,6.142,2021
UKR,EGY,2732.856,2006
UKR,EGY,2113.819,2007
UKR,EGY,14961.79,2010
UKR,EGY,60738.97,2011
UKR,EGY,104477.822,2012
UKR,EGY,120836.787,2013
UKR,EGY,96745.357,2014
UKR,EGY,37408.858,2015
UKR,EGY,298472.973,2016
UKR,EGY,151657.326,2017
UKR,EGY,45888.384,2018
UKR,EGY,226512.461,2019
UKR,EGY,32297.891,2020
UKR,EGY,27465.469,2021
UKR,EGY,30993.751,2022
UKR,ESP,1778.88,2007
UKR,ESP,1439.269,2010
UKR,ESP,10600.972,2011
UKR,ESP,73957.216,2012
UKR,ESP,51219.657,2013
UKR,ESP,33764.52,2014
UKR,ESP,23543.107,2015
UKR,ESP,24933.027,2016
UKR,ESP,15387.107,2017
UKR,ESP,19161.194,2018
UKR,ESP,29246.956,2019
UKR,ESP,15229.071,2020
UKR,ESP,16174.838,2022
UKR,EST,212.353,2014
UKR,EST,206.056,2016
UKR,FRA,0.098,2016
UKR,FRA,0.04,2017
UKR,FRA,0.025,2018
UKR,FRA,5312.533,2019
UKR,FRA,13310.109,2020
UKR,FRA,10951.923,2021
UKR,FRA,128.846,2022
UKR,GBR,51.57,2001
UKR,GBR,9.15,2002
UKR,GBR,1142.57,2003
UKR,GBR,74.04,2004
UKR,GBR,2.993,2006
UKR,GBR,34.752,2007
UKR,GBR,917.655,2009
UKR,GBR,1901.061,2010
UKR,GBR,1793.808,2011
UKR,GBR,312.617,2012
UKR,GBR,615.656,2014
UKR,GBR,1137.474,2015
UKR,GBR,359.28,2016
UKR,GBR,185.498,2017
UKR,GBR,1.145,2018
UKR,GBR,901.092,2020
UKR,GBR,7540.625,2021
UKR,GBR,7051.999,2022
UKR,GEO,257.049,2005
UKR,GEO,631.161,2009
UKR,GEO,840.379,2010
UKR,GEO,1342.98,2011
UKR,GEO,874.711,2012
UKR,GEO,1218.49,2013
UKR,GEO,3149.485,2014
UKR,GEO,4989.899,2015
UKR,GEO,5773.942,2016
UKR,GEO,2469.425,2017
UKR,GEO,828.318,2018
UKR,GEO,2981.901,2019
UKR,GEO,619.086,2020
UKR,GEO,2959.828,2021
UKR,GEO,7035.502,2022
UKR,GRC,3426.404,2005
UKR,GRC,3639.141,2006
UKR,GRC,16213.455,2007
UKR,GRC,14969.91,2008
UKR,GRC,11862.676,2009
UKR,GRC,6929.775,2010
UKR,GRC,11213.582,2011
UKR,GRC,58042.85,2012
UKR,GRC,51985.581,2013
UKR,GRC,61430.762,2014
UKR,GRC,31246.328,2015
UKR,GRC,48720.245,2016
UKR,GRC,40254.056,2017
UKR,GRC,35400.59,2018
UKR,GRC,55443.567,2019
UKR,GRC,41915.871,2020
UKR,GRC,20666.709,2021
UKR,GRC,11444.428,2022
UKR,HKG,891.592,2022
UKR,HRV,9.776,2014
UKR,HRV,2073.21,2022
UKR,HUN,26.47,2002
UKR,HUN,1753.07,2003
UKR,HUN,1921.81,2004
UKR,HUN,13847.847,2005
UKR,HUN,5967.843,2006
UKR,HUN,3196.508,2007
UKR,HUN,930.99,2008
UKR,HUN,2781.583,2009
UKR,HUN,4698.678,2010
UKR,HUN,15.842,2011
UKR,HUN,7383.299,2012
UKR,HUN,12333.423,2013
UKR,HUN,21748.984,2014
UKR,HUN,5013.887,2015
UKR,HUN,4133.977,2016
UKR,HUN,8879.669,2017
UKR,HUN,17186.298,2018
UKR,HUN,13420.619,2019
UKR,HUN,8630.07,2020
UKR,HUN,14746.607,2021
UKR,HUN,44505.797,2022
UKR,IDN,361.37,2011
UKR,IDN,1827.385,2012
UKR,IDN,2555.46,2013
UKR,IDN,837.182,2014
UKR,IND,876.852,2013
UKR,IND,383.673,2015
UKR,IND,160.296,2016
UKR,IND,93.456,2019
UKR,IND,322.77,2021
UKR,IND,179.45,2022
UKR,IRN,7501.235,2010
UKR,IRN,87349.461,2011
UKR,IRN,51565.208,2014
UKR,IRN,156735.415,2015
UKR,IRN,147545.258,2016
UKR,IRN,167819.982,2017
UKR,IRN,73141.631,2018
UKR,IRN,31360.973,2019
UKR,IRQ,5.29,2012
UKR,IRQ,1.166,2018
UKR,IRQ,23.531,2022
UKR,ISR,656.061,2007
UKR,ISR,36.299,2010
UKR,ISR,2545.246,2013
UKR,ISR,14893.626,2014
UKR,ISR,30442.907,2015
UKR,ISR,20993.347,2016
UKR,ISR,28994.493,2017
UKR,ISR,1110.963,2018
UKR,ISR,4281.535,2019
UKR,ISR,8397.267,2020
UKR,ISR,3207.425,2022
UKR,ITA,740.92,2003
UKR,ITA,6699.605,2005
UKR,ITA,8794.699,2006
UKR,ITA,14796.929,2007
UKR,ITA,20160.62,2008
UKR,ITA,38802.806,2009
UKR,ITA,53501.408,2010
UKR,ITA,134469.628,2011
UKR,ITA,292346.48,2012
UKR,ITA,185048.284,2013
UKR,ITA,79630.423,2014
UKR,ITA,23041.419,2015
UKR,ITA,19070.636,2016
UKR,ITA,63329.774,2017
UKR,ITA,50726.015,2018
UKR,ITA,64158.783,2019
UKR,ITA,32379.109,2020
UKR,ITA,61302.854,2021
UKR,ITA,77638.917,2022
UKR,JPN,10.743,2009
UKR,JPN,1064.605,2013
